-0.388	-0.035	0.578	-0.729
-1.063	-0.485	-0.106	-0.325
-1.432	-0.807	-0.001	-0.498
-1.248	-0.614	0.275	-0.238
-1.616	-0.807	-0.093	0.31
-1.616	-0.935	0.433	0.83
-1.739	-1.128	1.196	1.06
-1.248	-0.549	0.854	1.032
-0.634	-0.099	-0.264	0.685
-0.695	-0.356	0.407	0.599
-1.063	-0.807	0.88	0.483
-0.818	-0.292	0.762	1.003
-0.756	-0.356	0.946	1.06
-0.818	-0.614	0.867	1.436
-1.37	-1.064	0.801	1.262
-1.493	-1	-0.33	1.955
-1.002	-0.356	0.262	0.714
-0.572	0.158	0.92	-0.036
-0.204	0.094	0.446	0.195
0.165	0.351	0.144	-0.931
0.41	0.994	-0.172	-0.989
-0.142	0.673	-0.172	-0.7
-1.002	-0.228	-0.04	-0.873
-1.309	-0.742	-0.185	-0.556
-0.634	-0.292	-0.645	-0.354
0.226	0.608	-0.921	-0.325
-0.02	0.351	-0.382	-0.642
-1.248	-0.871	0.144	-0.96
-2.23	-1.964	0.052	-0.527
-1.616	-1.578	0.801	-0.411
-1.432	-1.385	0.407	-0.238
-1.677	-1.707	0.315	0.166
-1.862	-2.35	0.354	0.281
-1.493	-2.222	0.394	-0.931
-1.248	-1.964	0.736	-0.931
-1.37	-2.157	0.999	-0.671
-1.739	-2.093	1.077	0.541
-1.432	-1.771	1.354	0.743
-1.37	-1.514	0.538	0.483
-1.37	-1.45	0.591	0.685
-1.186	-1.192	1.038	0.31
-1.002	-0.678	1.38	0.281
-0.265	-0.035	1.459	-0.007
-0.388	-0.099	1.367	0.252
-1.002	-0.549	1.012	0.83
-1.186	-0.871	0.341	0.916
-1.432	-1.128	-0.053	-0.181
-1.125	-0.485	-0.08	0.31
-0.941	-0.035	0.709	-0.498
-0.756	-0.099	1.327	-1.335
-1.248	-0.807	0.749	-0.585
-1.984	-0.935	0.21	0.252
-1.555	-0.807	1.511	0.195
-1.186	-0.421	1.235	-0.787
-1.186	-1.064	0.42	-0.152
-1.677	-1.578	0.052	0.743
-1.8	-1.578	0.473	0.57
-1.432	-1.192	0.814	0.397
-0.327	-0.292	1.327	1.84
-0.572	-0.035	1.722	2.85
-0.818	0.351	1.551	2.272
-0.572	0.222	0.644	0.685
-0.388	0.287	0.696	0.541
-0.327	0.094	0.775	1.32
-0.449	0.415	0.525	1.118
-0.634	-0.035	0.565	1.753
-1.002	-0.485	0.183	0.656
-1.186	-0.421	-0.422	-0.065
-1.248	-0.421	-0.698	-0.383
-1.493	-1.192	-0.737	1.695
-0.634	-0.614	0.262	1.551
-0.02	-0.163	0.275	2.33
-0.142	0.351	0.17	1.32
-0.695	0.094	0.289	1.638
-0.388	0.158	0.841	2.244
-0.204	0.158	0.433	1.551
-0.327	0.415	0.604	1.753
-0.327	0.673	0.696	1.551
-0.388	0.351	0.42	1.609
-0.511	0.222	0.709	2.157
-0.204	0.608	-0.461	1.118
-0.327	0.48	-0.829	-1.046
-0.388	0.737	-0.869	-1.306
-0.634	0.48	0.051	-0.065
-0.634	0.351	0.407	0.801
-0.634	0.415	0.052	0.079
-0.634	0.673	0.683	0.108
-0.818	0.608	0.946	0.887
-1.186	0.158	1.498	0.945
-0.941	-0.099	0.828	1.551
-0.818	0.094	0.157	1.32
-1.186	0.287	1.13	1.464
-0.388	1.059	1.169	1.551
-1.493	0.415	1.156	1.58
-1.8	0.287	1.853	1.436
-1.677	-0.292	1.34	1.638
-1.616	-0.421	0.749	2.388
-1.555	-0.485	0.801	2.186
-1.8	-0.614	0.617	1.84
-2.107	-1.128	0.105	1.753
-1.862	-1.192	0.473	1.695
-1.555	-0.742	0.105	2.157
-1.37	-0.356	0.052	2.648
-1.186	-0.421	-0.001	1.926
-1.002	0.094	-0.106	1.436
-1.493	-0.356	0.236	0.772
-1.432	-0.292	0.144	-0.383
-0.879	-0.228	-0.106	0.108
-0.634	0.094	-1.224	0.223
-0.511	0.158	-0.527	-0.989
-0.142	0.737	-0.514	-0.44
-0.204	0.93	-0.777	-1.017
-0.081	0.93	0.131	0.079
-0.327	0.673	0.63	1.349
-0.756	0.415	1.064	0.83
-0.081	0.415	0.039	0.599
-0.142	0.93	-0.645	1.695
-0.265	0.801	0.197	1.58
-0.818	0.222	-0.304	1.522
-1.37	-0.163	-0.501	-0.007
-1.002	0.094	0.538	1.234
-1.493	0.03	0.854	1.811
-2.169	-0.614	0.236	-0.209
-1.862	-0.871	-0.159	1.32
-2.046	-0.678	-0.211	-0.296
-1.677	-0.421	-1.171	-0.007
-0.941	-0.228	-2.065	0.83
-0.449	0.351	-2.144	1.378
-0.941	0.351	-0.764	0.31
-1.125	0.544	-0.067	-0.238
-0.695	1.059	-1.355	0.108
-0.818	0.094	-1.776	0.714
-1.063	0.351	-2.144	1.897
-1.37	0.03	-2.236	1.84
0.042	1.83	-2.368	1.032
-0.572	0.608	-0.974	0.425
-1.37	-0.356	1.367	1.464
-0.265	0.158	0.065	0.714
-0.634	-0.292	0.197	1.147
-0.388	-0.163	-0.317	0.454
-0.081	-0.035	-0.093	0.887
-0.265	0.03	-0.014	0.397
-0.081	0.287	1.012	0.252
0.103	0.544	0.538	1.58
0.165	-0.035	-0.843	-0.152
0.042	-0.549	-0.764	-2.345
0.226	-0.871	-0.659	-1.133
0.042	-1.064	-0.553	-1.479
-0.265	-0.935	-0.304	-1.306
0.103	-0.292	-0.093	-0.873
0.41	-0.163	-0.317	-1.797
-0.02	-0.871	0.197	-1.104
-0.449	-1.257	0.722	-1.162
-0.142	-1.45	0.065	-1.306
-0.388	-1.064	0.131	-1.248
0.165	-0.356	-0.212	-1.219
0.41	-0.099	0.131	-1.97
-0.756	-1.192	0.302	0.31
-1.186	-1.771	-0.185	0.223
-1.677	-2.157	0.433	-0.152
-1.309	-2.029	0.801	-0.527
-1.248	-2.222	0.788	0.079
-0.879	-1.964	-0.461	0.801
-0.265	-1.385	-0.816	0.974
-0.265	-1.321	0.223	0.772
-0.511	-1.45	-0.093	1.291
-0.327	-1.257	-0.343	0.368
-0.511	-1.192	-0.198	-0.238
0.103	-0.742	0.341	-0.152
0.226	-0.163	0.315	-0.325
0.287	-0.807	-0.225	-0.931
-0.327	-0.163	0.709	-0.902
0.656	0.673	0.144	-1.104
0.779	0.351	-0.172	-1.537
0.165	0.03	-0.79	-1.479
-0.756	-0.485	-0.225	-1.219
-1.248	-1.128	0.302	-1.191
-1.186	-1	1.419	-0.787
-1.063	-0.807	1.932	0.223
-0.634	-0.807	2.169	-0.036
-1.125	-1.321	1.958	-0.585
-1.432	-1.257	1.774	-0.585
-0.634	-0.421	1.682	-1.219
0.042	0.544	1.84	-0.123
0.226	0.094	1.446	0.252
-0.02	-0.549	0.788	0.57
-0.818	-0.871	1.222	1.118
-0.449	-0.485	1.209	-0.989
-0.941	-1	0.67	-0.383
-1.493	-1.514	0.999	0.772
-1.248	-1.257	1.669	0.166
-1.063	-1.45	1.064	0.252
-1.248	-1.771	1.051	1.003
-0.879	-1.771	1.143	0.483
-0.941	-1.707	1.091	0.108
-0.388	-1.45	0.039	0.108
-0.02	-1	0.183	-0.556
-0.388	-1.192	1.196	0.108
-0.511	-1.45	0.473	-0.325
-0.081	-1	0.907	-0.296
0.287	-0.614	0.644	0.079
0.226	-0.549	0.88	0.483
0.165	-0.549	0.828	-0.267
-0.265	-1.128	0.249	-0.181
-0.695	-1.321	0.013	-1.046
-0.265	-1.064	0.512	-1.393
-0.327	-1.128	0.42	-0.325
-0.572	-1.514	0.315	-0.527
-0.879	-1.643	0.46	0.454
-0.818	-1.45	0.538	-0.296
-0.634	-1.45	0.788	0.079
-0.388	-1.385	0.394	0.021
-0.818	-1.45	-0.027	-0.238
-1.923	-2.35	0.118	0.685
-1.739	-2.35	0.499	0.368
-0.695	-1.578	0.486	0.021
0.226	-0.678	-0.435	-0.094
-0.327	-0.935	-0.711	0.743
-0.388	-1	0.749	0.339
-0.879	-1.45	0.959	-0.498
-0.511	-1.192	0.841	-0.181
0.84	0.158	0.552	0.454
0.779	-0.035	0.604	-0.556
0.717	-0.163	0.749	-1.306
0.042	-0.228	0.736	-0.642
-0.327	-0.871	0.538	-1.421
-0.388	-0.292	0.657	-0.556
0.042	0.608	0.683	-0.267
-0.204	0.03	1.025	-0.989
-1.186	-0.614	1.577	-1.393
-1.432	-0.935	1.551	-1.71
-1.186	-0.614	1.472	-1.479
-0.756	-0.356	1.222	-1.162
-0.879	-0.549	0.683	-1.017
-1.8	-1.45	0.486	0.137
-1.555	-1.192	0.223	0.599
-1.002	-0.614	1.117	0.772
-0.879	-0.549	1.156	0.137
-0.388	-0.228	0.63	-0.354
-0.449	-0.485	0.67	-1.537
-1.37	-1.321	0.92	-1.075
-1.616	-1.771	0.328	-0.585
-1.37	-1.321	0.249	1.176
-0.941	-0.678	0.814	1.493
-0.634	-0.292	0.525	0.887
-0.634	-0.549	0.262	1.089
-0.327	-0.163	1.169	1.032
-0.142	0.03	0.683	1.06
-0.572	-0.871	-0.027	1.06
-0.818	-0.935	-0.33	2.301
-0.634	-1.064	-0.382	1.695
-0.449	-1.064	-0.461	0.887
0.042	-0.871	0.275	0.281
0.287	-0.292	0.644	-0.181
-0.818	-1.385	0.433	0.627
-1.186	-1.643	0.591	1.811
-0.327	-1.128	0.814	1.724
0.533	-0.228	0.775	0.339
1.147	0.544	-0.106	0.368
1.27	0.608	-0.304	0.281
0.656	-0.035	-0.212	0.425
0.165	0.094	-0.119	-0.065
0.042	0.222	-0.724	0.743
0.349	0.673	-0.369	0.685
0.533	0.801	0.42	0.195
0.287	0.608	0.499	0.454
0.042	0.544	0.46	0.541
0.656	0.866	0.538	0.512
0.41	0.737	0.407	0.483
0.717	0.737	0.105	0.137
-0.204	0.48	0.17	0.195
-0.204	0.48	0.381	1.032
0.901	1.187	-0.08	-0.123
1.086	1.252	-0.79	-0.642
0.349	0.994	0.065	-1.162
1.024	0.93	-0.093	-0.44
0.41	0.994	-0.645	0.05
0.41	0.801	-0.119	-0.238
-0.081	0.351	-0.277	0.021
0.165	0.544	-0.514	-0.123
0.287	0.415	0.091	-0.671
-0.081	0.287	0.341	-0.498
-0.142	0.351	-0.238	-0.44
0.717	0.994	-1.119	-0.642
0.84	0.994	-1.158	-0.527
-0.142	0.415	-0.843	-0.007
-0.204	0.48	-0.264	-0.209
0.963	1.316	0.183	0.743
1.208	1.637	0.21	-1.162
1.024	1.702	-0.343	-0.7
0.165	0.866	-0.29	-1.941
-0.081	0.48	-0.185	-1.508
0.41	0.737	0.367	-1.335
1.208	1.059	-0.553	-0.411
1.515	0.93	-0.566	0.166
0.41	0.48	-0.488	0.483
0.533	0.351	-0.764	0.627
0.41	0.48	-0.698	-0.585
0.287	0.222	-0.343	-0.729
0.042	0.222	-0.132	-1.191
-0.572	-0.163	-0.645	-1.075
-0.142	-0.228	-0.987	-0.383
-0.142	-0.292	-0.698	-0.007
0.042	0.415	-1.066	0.339
-0.081	0.48	-0.053	-0.873
-0.02	0.48	0.026	-0.065
-0.081	0.351	0.17	1.147
-0.388	-0.163	0.157	0.974
-0.02	-0.356	-0.08	0.916
0.165	0.094	0.013	0.512
-0.02	-0.099	0.078	0.339
-0.142	-0.035	0.315	1.147
0.103	-0.035	0.105	1.868
0.533	-0.099	-0.501	0.858
0.41	0.222	0.17	-1.191
-0.02	0.222	0.433	0.512
0.901	0.866	-0.224	1.493
1.208	1.316	-0.304	1.58
1.024	1.316	0.499	0.801
0.84	1.187	0.236	0.252
0.717	1.123	0.197	-0.007
0.41	0.737	-0.396	1.176
0.41	0.608	0.026	0.368
0.779	0.93	0.197	-0.411
0.963	1.252	0.341	0.195
0.103	0.673	0.683	1.234
-0.941	-0.292	0.67	2.301
-0.756	-0.549	0.841	2.503
-0.142	0.094	1.695	2.388
1.086	1.445	-0.843	0.858
0.901	1.059	-0.816	0.454
0.963	1.187	-0.185	0.368
0.594	1.123	0.46	0.223
0.779	0.93	-0.25	-0.44
1.822	1.895	-1.382	0.599
1.208	0.93	-1.5	-0.469
1.331	1.509	-2.118	-0.411
2.314	2.409	-1.395	0.454
0.287	0.866	0.46	0.945
1.331	0.222	-1.106	-0.931
1.331	0.094	-1.132	-1.595
1.454	0.93	-1.027	-0.844
1.577	1.059	-1	-0.354
0.779	0.03	0.841	0.05
-0.02	-0.421	0.828	-0.123
0.287	-0.292	0.052	-0.152
0.41	-0.614	0.446	-0.296
0.349	-0.549	0.801	-0.411
1.208	0.03	0.013	-0.469
1.577	0.351	-0.435	-0.729
0.472	-0.228	0.433	-1.046
-0.02	-0.742	0.92	-1.248
0.226	-0.614	0.696	-0.989
0.656	-0.614	0.67	-0.585
0.717	-0.485	-0.001	0.108
1.024	-0.807	-0.396	-0.007
0.472	-1	-0.29	-0.44
0.779	-0.292	-0.225	-0.469
1.147	0.351	-0.146	-0.296
1.761	0.737	0.065	-0.498
1.208	0.608	-0.027	-0.613
1.024	0.158	-0.356	-0.44
0.901	-0.099	-0.119	-0.902
0.656	-0.228	0.433	-0.844
0.84	0.222	-0.343	-1.104
1.393	0.48	-0.212	-0.902
1.331	0.351	0.039	-0.642
0.779	-0.099	-0.053	-0.931
0.901	0.415	0.209	-0.931
0.717	0.351	-1.29	-1.566
0.84	0.03	-1.211	-1.768
0.533	-0.035	-1.158	-1.393
0.533	0.222	-0.895	-1.479
0.901	0.351	-1.053	-1.248
0.472	0.03	-0.566	-1.046
0.717	-0.035	-0.645	-0.267
0.656	0.094	-0.711	-0.094
0.165	0.03	0.013	-0.036
1.024	0.415	-0.396	-0.729
0.84	0.03	-0.737	-1.104
0.533	-0.485	-0.488	-0.325
0.103	-0.678	-0.396	-0.411
-0.265	-1.128	-0.632	-0.873
-0.511	-1.128	-0.369	-0.44
-0.265	-1	-0.198	-0.469
-0.204	-1	-0.053	-0.931
-0.081	-0.807	0.197	-0.758
0.717	-0.549	0.197	-0.787
0.717	-0.421	0.026	-1.162
0.226	-0.614	0.473	-0.902
0.41	-0.421	0.394	-0.642
0.41	-0.228	0.486	-1.075
0.472	-0.421	0.236	-0.787
0.226	-0.742	0.749	-0.844
-0.081	-1.192	1.354	-0.787
-0.449	-1.514	-0.027	1.118
-0.327	-1.578	-0.369	1.493
-0.695	-1.578	0.13	0.685
0.287	-0.742	1.643	1.291
0.717	-0.292	1.064	0.714
0.594	-0.228	0.144	-0.238
0.349	-0.678	0.275	-0.383
0.349	-0.614	0.617	-0.181
-0.081	-1.128	0.328	-0.902
0.226	-0.742	0.367	-0.873
-0.265	-1	0.328	-1.133
-0.388	-1.064	0.157	-1.479
-0.818	-1.385	0.604	-1.162
-0.695	-1.45	0.722	-1.017
-1.8	-2.415	1.459	-0.96
-2.23	-2.672	1.524	-0.585
-2.844	-3.122	1.866	0.108
-2.783	-2.8	1.156	0.108
-2.291	-2.479	0.538	0.599
-1.8	-2.865	0.801	1.753
-0.941	-2.029	0.814	1.666
-0.818	-1.707	0.538	1.868
-1.063	-1.707	0.367	1.84
-1.493	-1.964	0.657	1.407
-1.002	-1.514	1.235	-0.036
-0.818	-1.385	0.433	-1.71
-1.125	-1.707	0.315	-0.729
-0.941	-1.771	0.21	0.454
0.472	-0.292	-0.277	-0.96
-0.142	-0.807	-0.172	-1.277
0.042	-0.807	0.013	-1.248
0.165	-0.485	0.091	-0.527
0.779	0.351	0.657	-0.007
0.84	0.673	0.972	-0.787
0.103	-0.228	0.565	-0.44
-0.511	-0.742	0.341	-0.181
-0.695	-0.807	0.21	-0.267
-1.125	-1	1.275	-0.036
-0.756	-0.678	1.156	-0.267
-0.02	0.48	-0.224	-1.364
-0.449	-0.099	-0.106	-0.642
-0.818	-0.614	0.223	-1.075
-0.572	-0.549	0.21	-0.815
-0.941	-1	0.118	-1.046
-1.8	-1.707	0.828	-1.219
-2.107	-1.836	1.643	-1.191
-1.248	-1.192	0.841	-0.383
-0.511	-0.742	0.709	-1.306
-0.449	-0.871	0.367	-0.238
-0.695	-1.321	-0.198	-0.209
-0.818	-1.643	0.026	-0.844
-1.063	-1.321	0.828	0.339
-1.002	-1.321	0.736	0.627
-0.879	-1.321	0.867	0.425
-1.248	-1.385	1.498	0.368
-1.739	-2.286	1.577	0.281
-1.309	-2.029	1.156	-0.152
-0.572	-1.128	1.314	-0.931
-0.756	-1.128	1.314	-0.152
-0.449	-0.871	1.012	-0.354
-0.572	-1.128	0.801	-0.383
-0.327	-1.128	0.538	1.262
0.103	-0.421	0.604	0.772
0.472	0.158	0.683	-0.181
0.717	0.48	0.433	-0.613
0.226	-0.035	0.21	-0.729
0.472	0.415	0.183	-0.469
0.594	0.673	0.565	-0.209
0.41	0.03	0.473	-0.296
-0.081	-0.163	0.841	1.262
-0.511	-0.549	0.67	1.493
-0.388	-0.485	0.749	0.887
-0.02	-0.356	0.683	0.339
0.165	-0.099	0.999	-0.325
0.349	0.544	0.801	-0.7
-0.02	-0.099	0.407	-0.209
-0.388	-0.742	-0.001	-0.411
-0.756	-0.935	-0.066	-0.238
-0.634	-0.678	0.617	0.223
-0.572	-0.485	0.999	-0.469
-0.879	-1.064	1.012	0.166
-0.879	-1.192	0.657	0.685
-0.634	-0.871	0.223	0.743
0.226	-0.356	0.249	1.06
0.349	0.158	0.131	0.339
-0.081	0.03	0.144	0.714
-0.388	-0.742	-0.093	0.05
-0.327	-0.614	-0.146	-0.036
0.472	0.287	0.381	-0.556
0.042	0.094	0.801	-0.123
-0.572	-0.421	1.275	-0.036
-0.818	-0.614	0.854	0.483
0.656	0.608	0.67	0.368
1.147	1.509	0.749	-0.036
0.287	0.994	0.604	-0.844
-0.818	-0.099	0.367	0.483
-0.941	-0.678	0.275	1.205
-1.432	-1.128	0.565	1.926
-1.677	-1.385	0.762	2.272
-1.677	-1.45	0.749	1.522
-2.046	-1.643	1.327	1.782
-2.353	-2.093	0.644	1.436
-2.537	-2.157	1.879	1.089
-0.265	-0.807	-0.093	0.541
-0.511	-0.871	0.052	0.108
-0.388	-0.742	0.118	0.454
-0.081	-0.549	-0.58	0.252
-0.511	-0.742	-0.08	1.032
-0.327	-0.807	0.722	0.743
-0.02	-0.163	0.683	0.339
0.103	0.094	-0.106	-0.642
0.287	0.158	-0.185	-0.613
-0.081	0.222	0.026	-0.181
-0.511	-0.356	-0.158	-0.527
-0.634	-0.549	-0.317	0.108
-0.142	0.03	1.051	-0.325
-0.02	0.158	0.696	-0.613
-0.327	-0.228	0.893	0.079
-0.449	-0.421	0.933	0.512
-0.511	-0.549	0.854	0.368
-0.02	-0.421	0.236	-0.238
-0.634	-0.678	-0.606	-0.671
-1.248	-1.192	0.013	0.945
-1.432	-1.643	0.88	1.464
-1.248	-1.192	1.038	1.464
-0.142	-0.356	0.801	0.858
0.287	-0.421	0.354	-0.642
-0.511	-0.614	-0.198	0.916
-0.818	-0.871	-0.159	1.089
-0.818	-0.742	0.144	1.234
-0.511	-0.485	-0.264	0.945
-0.756	-0.871	-0.185	1.666
-0.818	-0.807	0.144	1.522
0.165	-0.099	0.341	1.089
0.779	1.059	0.341	1.493
0.287	0.866	-0.106	-0.094
-0.695	-0.549	0.486	0.916
-2.353	-1.964	0.644	2.388
-2.107	-1.514	-0.146	2.676
-0.265	0.158	0.157	2.359
0.656	0.93	0.499	0.772
0.226	1.123	0.604	1.003
-1.063	0.03	0.446	-0.007
-1.063	-0.228	0.446	0.339
-0.818	-0.228	0.275	1.551
0.042	0.544	0.315	1.695
0.103	0.801	-0.027	1.868
-0.327	0.737	0.683	0.743
-0.756	0.415	1.695	-0.383
-0.756	0.222	1.354	-0.527
-0.081	0.608	1.077	-0.613
0.042	0.608	0.236	-0.44
-0.818	-0.421	0.157	-0.065
-0.572	-0.099	0.105	-0.411
0.165	0.608	-0.093	0.541
0.042	0.673	-0.185	0.368
-0.265	0.287	0.091	0.454
-0.634	-0.035	-0.158	1.205
-0.634	0.351	0.657	0.541
-0.695	0.544	0.946	1.407
-1.002	-0.099	0.657	1.262
-1.37	-0.228	-2.407	1.753
-0.941	0.351	-0.672	0.714
-1.309	-0.035	-0.001	1.695
-0.572	-0.485	-1.395	-0.729
-0.695	0.994	-1.092	0.801
-1.002	-0.742	0.381	1.378
-0.756	-0.485	0.051	0.627
-0.511	-0.421	0.959	0.252
-0.449	-0.485	0.814	-0.411
-0.634	-0.549	-0.066	-1.191
-0.634	-0.356	0.105	-1.219
-0.204	0.094	0.604	-0.729
0.287	0.48	0.091	-0.411
0.41	0.48	0.051	-0.527
0.042	0.03	0.354	-0.296
-0.265	-0.035	0.565	0.021
-0.142	-0.099	0.433	-0.613
-0.327	-0.035	0.657	-1.219
0.349	0.222	0.17	-0.758
0.287	-0.163	-0.159	-0.642
0.41	0.287	-0.212	-0.556
0.165	0.48	0.433	-0.7
-0.388	0.03	-0.396	-0.498
-0.204	-0.292	-0.921	-1.104
0.287	0.158	-1.211	-0.383
0.41	0.48	-1.066	-0.44
0.042	0.158	-1.237	-0.902
-0.081	0.287	-0.659	-2.027
-0.327	0.48	-0.645	-1.393
-0.449	0.608	-0.461	-1.652
0.165	0.737	0.315	-1.335
-0.388	0.222	0.381	-0.989
-1.063	-0.614	0.065	-1.306
-1.248	-0.807	-0.053	-0.152
-0.756	-0.871	0.118	0.916
-0.634	-1.192	0.446	0.599
-1.37	-1.578	0.67	0.31
-1.432	-1.578	0.052	1.147
-1.125	-0.935	-0.145	0.887
-0.634	-0.614	0.552	0.31
-1.186	-0.742	1.169	0.599
-1.125	-0.549	1.748	-0.325
-1.125	-0.549	0.972	-0.7
-1.432	-0.807	1.603	-1.219
-1.309	-1.064	0.828	-1.219
-0.879	-1.257	1.327	-0.469
-0.818	-1.321	-0.488	-0.411
-1.186	-1.771	-0.474	-0.181
-1.063	-1.643	-0.132	-0.556
-0.572	-1.192	-0.422	-1.017
-0.081	-0.935	-1.027	-0.296
0.103	-0.549	-0.711	-0.671
0.656	0.094	-0.198	-0.671
0.41	-0.163	-0.54	-1.566
-0.572	-0.935	-0.054	-1.075
-0.695	-0.807	0.762	-1.479
-0.511	-0.614	0.867	0.281
-0.695	-1.128	0.446	0.743
-1.8	-1.964	0.446	0.974
-2.414	-2.607	0.946	-0.123
-2.414	-3.058	1.432	-1.017
-3.151	-3.379	0.565	-1.075
-2.414	-2.993	0.63	0.339
-1.677	-2.157	0.617	-1.479
-1.063	-1.257	1.367	-2.345
-0.142	-0.421	0.828	-2.345
0.41	-0.228	-0.593	-1.652
-0.204	-0.935	-0.606	-1.277
-1.063	-1.064	-0.132	-1.017
-0.449	-0.807	0.407	-1.075
-0.142	-0.163	0.644	-0.7
-0.634	-0.163	0.197	-1.45
-0.02	0.415	-0.238	-1.277
-0.756	-0.871	-0.803	-1.191
-1.186	-1.064	-0.33	-0.642
-0.756	-0.549	-0.093	-0.181
-0.818	-0.549	-0.212	-0.498
-1.8	-1.514	0.394	-0.844
-1.984	-1.771	0.197	-1.277
-1.37	-1.45	0.091	-0.96
-0.879	-0.742	0.236	-0.296
-0.941	-0.614	1.761	-1.393
-1.309	-0.871	1.616	-1.652
-1.309	-0.871	1.091	-0.671
-0.941	-1.192	-0.053	-0.007
-0.818	-1.385	-0.304	-0.44
-1.002	-1.385	-0.501	-0.96
-1.309	-1.514	-0.514	-0.469
-1.125	-0.871	0.696	-0.094
-0.265	0.222	1.077	-0.527
-0.204	0.351	0.078	-0.902
-0.388	0.222	-0.632	-1.248
-0.02	0.287	-0.488	-0.729
-0.204	-0.163	0.21	-0.296
-0.818	-0.742	0.131	-1.508
-0.941	-1.064	0.118	-1.248
-1.493	-1.321	0.381	-0.642
-1.002	-1.128	0.617	-0.989
-0.327	-0.678	0.486	-0.7
-0.388	-0.421	-0.145	-1.739
-0.634	-0.163	-0.422	-0.931
-0.756	-0.421	0.722	-0.556
-0.572	-0.228	0.933	-0.844
-0.511	0.222	0.525	-0.585
-0.634	-0.099	0.354	-0.007
-1.125	-0.678	0.473	-0.181
